"COUNTRY","Country","Year","INDICATOR","Indicator","Unit.Code","Unit","PowerCode","Reference.Period","Value"
"AUT","Austria",2009,"DIRECT_LOANS","Direct government loans, SMEs",NA,NA,"Millions",NA,574
"AUT","Austria",2010,"DIRECT_LOANS","Direct government loans, SMEs",NA,NA,"Millions",NA,607
"AUT","Austria",2011,"DIRECT_LOANS","Direct government loans, SMEs",NA,NA,"Millions",NA,633
"AUT","Austria",2012,"DIRECT_LOANS","Direct government loans, SMEs",NA,NA,"Millions",NA,539
"AUT","Austria",2013,"DIRECT_LOANS","Direct government loans, SMEs",NA,NA,"Millions",NA,594
"AUT","Austria",2014,"DIRECT_LOANS","Direct government loans, SMEs",NA,NA,"Millions",NA,490
"AUT","Austria",2015,"DIRECT_LOANS","Direct government loans, SMEs",NA,NA,"Millions",NA,543
"AUT","Austria",2016,"DIRECT_LOANS","Direct government loans, SMEs",NA,NA,"Millions",NA,454
"AUT","Austria",2017,"DIRECT_LOANS","Direct government loans, SMEs",NA,NA,"Millions",NA,649.15
"AUT","Austria",2018,"DIRECT_LOANS","Direct government loans, SMEs",NA,NA,"Millions",NA,545.01
"AUT","Austria",2019,"DIRECT_LOANS","Direct government loans, SMEs",NA,NA,"Millions",NA,630.53
"AUT","Austria",2007,"INTEREST_RATE_SMES","Interest rate, SMEs","PC","Percentage","Units",NA,5.11
"AUT","Austria",2008,"INTEREST_RATE_SMES","Interest rate, SMEs","PC","Percentage","Units",NA,5.47
"AUT","Austria",2009,"INTEREST_RATE_SMES","Interest rate, SMEs","PC","Percentage","Units",NA,2.89
"AUT","Austria",2010,"INTEREST_RATE_SMES","Interest rate, SMEs","PC","Percentage","Units",NA,2.43
"AUT","Austria",2011,"INTEREST_RATE_SMES","Interest rate, SMEs","PC","Percentage","Units",NA,2.92
"AUT","Austria",2012,"INTEREST_RATE_SMES","Interest rate, SMEs","PC","Percentage","Units",NA,2.46
"AUT","Austria",2013,"INTEREST_RATE_SMES","Interest rate, SMEs","PC","Percentage","Units",NA,2.28
"AUT","Austria",2014,"INTEREST_RATE_SMES","Interest rate, SMEs","PC","Percentage","Units",NA,2.27
"AUT","Austria",2015,"INTEREST_RATE_SMES","Interest rate, SMEs","PC","Percentage","Units",NA,2.02
"AUT","Austria",2016,"INTEREST_RATE_SMES","Interest rate, SMEs","PC","Percentage","Units",NA,1.92
"AUT","Austria",2017,"INTEREST_RATE_SMES","Interest rate, SMEs","PC","Percentage","Units",NA,1.8
"AUT","Austria",2018,"INTEREST_RATE_SMES","Interest rate, SMEs","PC","Percentage","Units",NA,1.82
"AUT","Austria",2019,"INTEREST_RATE_SMES","Interest rate, SMEs","PC","Percentage","Units",NA,1.8
"AUT","Austria",2007,"INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","PC","Percentage","Units",NA,4.69
"AUT","Austria",2008,"INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","PC","Percentage","Units",NA,5.04
"AUT","Austria",2009,"INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","PC","Percentage","Units",NA,2.33
"AUT","Austria",2010,"INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","PC","Percentage","Units",NA,1.96
"AUT","Austria",2011,"INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","PC","Percentage","Units",NA,2.55
"AUT","Austria",2012,"INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","PC","Percentage","Units",NA,1.98
"AUT","Austria",2013,"INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","PC","Percentage","Units",NA,1.77
"AUT","Austria",2014,"INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","PC","Percentage","Units",NA,1.74
"AUT","Austria",2015,"INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","PC","Percentage","Units",NA,1.61
"AUT","Austria",2016,"INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","PC","Percentage","Units",NA,1.54
"AUT","Austria",2017,"INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","PC","Percentage","Units",NA,1.45
"AUT","Austria",2018,"INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","PC","Percentage","Units",NA,1.38
"AUT","Austria",2019,"INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","PC","Percentage","Units",NA,1.32
"AUT","Austria",2007,"INTEREST_RATE_SPREAD","Interest rate spread (% points)","PC","Percentage","Units",NA,0.42
"AUT","Austria",2008,"INTEREST_RATE_SPREAD","Interest rate spread (% points)","PC","Percentage","Units",NA,0.43
"AUT","Austria",2009,"INTEREST_RATE_SPREAD","Interest rate spread (% points)","PC","Percentage","Units",NA,0.56
"AUT","Austria",2010,"INTEREST_RATE_SPREAD","Interest rate spread (% points)","PC","Percentage","Units",NA,0.47
"AUT","Austria",2011,"INTEREST_RATE_SPREAD","Interest rate spread (% points)","PC","Percentage","Units",NA,0.37
"AUT","Austria",2012,"INTEREST_RATE_SPREAD","Interest rate spread (% points)","PC","Percentage","Units",NA,0.48
"AUT","Austria",2013,"INTEREST_RATE_SPREAD","Interest rate spread (% points)","PC","Percentage","Units",NA,0.51
"AUT","Austria",2014,"INTEREST_RATE_SPREAD","Interest rate spread (% points)","PC","Percentage","Units",NA,0.53
"AUT","Austria",2015,"INTEREST_RATE_SPREAD","Interest rate spread (% points)","PC","Percentage","Units",NA,0.41
"AUT","Austria",2016,"INTEREST_RATE_SPREAD","Interest rate spread (% points)","PC","Percentage","Units",NA,0.38
"AUT","Austria",2017,"INTEREST_RATE_SPREAD","Interest rate spread (% points)","PC","Percentage","Units",NA,0.35
"AUT","Austria",2018,"INTEREST_RATE_SPREAD","Interest rate spread (% points)","PC","Percentage","Units",NA,0.44
"AUT","Austria",2019,"INTEREST_RATE_SPREAD","Interest rate spread (% points)","PC","Percentage","Units",NA,0.48
"AUT","Austria",2007,"VC","Growth capital and venture capital","EUR","Euro","Millions",NA,83.79
"AUT","Austria",2008,"VC","Growth capital and venture capital","EUR","Euro","Millions",NA,73.03
"AUT","Austria",2009,"VC","Growth capital and venture capital","EUR","Euro","Millions",NA,113.1
"AUT","Austria",2010,"VC","Growth capital and venture capital","EUR","Euro","Millions",NA,75.29
"AUT","Austria",2011,"VC","Growth capital and venture capital","EUR","Euro","Millions",NA,208.67
"AUT","Austria",2012,"VC","Growth capital and venture capital","EUR","Euro","Millions",NA,64.55
"AUT","Austria",2013,"VC","Growth capital and venture capital","EUR","Euro","Millions",NA,82.02
"AUT","Austria",2014,"VC","Growth capital and venture capital","EUR","Euro","Millions",NA,104.84
"AUT","Austria",2015,"VC","Growth capital and venture capital","EUR","Euro","Millions",NA,197.07
"AUT","Austria",2016,"VC","Growth capital and venture capital","EUR","Euro","Millions",NA,85.48
"AUT","Austria",2017,"VC","Growth capital and venture capital","EUR","Euro","Millions",NA,286.75
"AUT","Austria",2018,"VC","Growth capital and venture capital","EUR","Euro","Millions",NA,134.89
"AUT","Austria",2019,"VC","Growth capital and venture capital","EUR","Euro","Millions",NA,168.42
"AUT","Austria",2008,"VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","PC","Percentage","Units",NA,-12.84
"AUT","Austria",2009,"VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","PC","Percentage","Units",NA,54.87
"AUT","Austria",2010,"VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","PC","Percentage","Units",NA,-33.44
"AUT","Austria",2011,"VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","PC","Percentage","Units",NA,177.17
"AUT","Austria",2012,"VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","PC","Percentage","Units",NA,-69.07
"AUT","Austria",2013,"VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","PC","Percentage","Units",NA,27.06
"AUT","Austria",2014,"VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","PC","Percentage","Units",NA,27.83
"AUT","Austria",2015,"VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","PC","Percentage","Units",NA,87.97
"AUT","Austria",2016,"VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","PC","Percentage","Units",NA,-56.63
"AUT","Austria",2017,"VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","PC","Percentage","Units",NA,235.47
"AUT","Austria",2018,"VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","PC","Percentage","Units",NA,-52.96
"AUT","Austria",2019,"VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","PC","Percentage","Units",NA,24.86
"AUT","Austria",2008,"PAYMENT_DELAYS","Payment delays, B2B","DAY","Days","Units",NA,8
"AUT","Austria",2009,"PAYMENT_DELAYS","Payment delays, B2B","DAY","Days","Units",NA,8
"AUT","Austria",2010,"PAYMENT_DELAYS","Payment delays, B2B","DAY","Days","Units",NA,11
"AUT","Austria",2011,"PAYMENT_DELAYS","Payment delays, B2B","DAY","Days","Units",NA,12
"AUT","Austria",2012,"PAYMENT_DELAYS","Payment delays, B2B","DAY","Days","Units",NA,11
"AUT","Austria",2013,"PAYMENT_DELAYS","Payment delays, B2B","DAY","Days","Units",NA,12
"AUT","Austria",2014,"PAYMENT_DELAYS","Payment delays, B2B","DAY","Days","Units",NA,13
"AUT","Austria",2015,"PAYMENT_DELAYS","Payment delays, B2B","DAY","Days","Units",NA,4
"AUT","Austria",2016,"PAYMENT_DELAYS","Payment delays, B2B","DAY","Days","Units",NA,4
"AUT","Austria",2017,"PAYMENT_DELAYS","Payment delays, B2B","DAY","Days","Units",NA,2
"AUT","Austria",2018,"PAYMENT_DELAYS","Payment delays, B2B","DAY","Days","Units",NA,1
"AUT","Austria",2019,"PAYMENT_DELAYS","Payment delays, B2B","DAY","Days","Units",NA,1
"AUT","Austria",2007,"SME_BANKRUPTCIES","Bankruptcies, SMEs",NA,NA,"Units",NA,6295
"AUT","Austria",2008,"SME_BANKRUPTCIES","Bankruptcies, SMEs",NA,NA,"Units",NA,6315
"AUT","Austria",2009,"SME_BANKRUPTCIES","Bankruptcies, SMEs",NA,NA,"Units",NA,6902
"AUT","Austria",2010,"SME_BANKRUPTCIES","Bankruptcies, SMEs",NA,NA,"Units",NA,6376
"AUT","Austria",2011,"SME_BANKRUPTCIES","Bankruptcies, SMEs",NA,NA,"Units",NA,5869
"AUT","Austria",2012,"SME_BANKRUPTCIES","Bankruptcies, SMEs",NA,NA,"Units",NA,6041
"AUT","Austria",2013,"SME_BANKRUPTCIES","Bankruptcies, SMEs",NA,NA,"Units",NA,5459
"AUT","Austria",2014,"SME_BANKRUPTCIES","Bankruptcies, SMEs",NA,NA,"Units",NA,5423
"AUT","Austria",2015,"SME_BANKRUPTCIES","Bankruptcies, SMEs",NA,NA,"Units",NA,5150
"AUT","Austria",2016,"SME_BANKRUPTCIES","Bankruptcies, SMEs",NA,NA,"Units",NA,5226
"AUT","Austria",2008,"SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","PC","Percentage","Units",NA,0.32
"AUT","Austria",2009,"SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","PC","Percentage","Units",NA,9.3
"AUT","Austria",2010,"SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","PC","Percentage","Units",NA,-7.62
"AUT","Austria",2011,"SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","PC","Percentage","Units",NA,-7.95
"AUT","Austria",2012,"SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","PC","Percentage","Units",NA,2.93
"AUT","Austria",2013,"SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","PC","Percentage","Units",NA,-9.63
"AUT","Austria",2014,"SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","PC","Percentage","Units",NA,-0.66
"AUT","Austria",2015,"SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","PC","Percentage","Units",NA,-5.03
"AUT","Austria",2016,"SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","PC","Percentage","Units",NA,1.48
"AUT","Austria",2009,"ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","PC","Percentage","Units",NA,59.82
"AUT","Austria",2010,"ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","PC","Percentage","Units",NA,54.59
"AUT","Austria",2011,"ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","PC","Percentage","Units",NA,52.17
"AUT","Austria",2012,"ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","PC","Percentage","Units",NA,52.43
"AUT","Austria",2013,"ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","PC","Percentage","Units",NA,51.06
"AUT","Austria",2014,"ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","PC","Percentage","Units",NA,48.76
"AUT","Austria",2015,"ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","PC","Percentage","Units",NA,41.21
"AUT","Austria",2016,"ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","PC","Percentage","Units",NA,40.14
"AUT","Austria",2017,"ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","PC","Percentage","Units",NA,30.58
"AUT","Austria",2018,"ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","PC","Percentage","Units",NA,24.42
"AUT","Austria",2019,"ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","PC","Percentage","Units",NA,22.85
"BEL","Belgium",2007,"SME_LENDING_STOCK","Outstanding business loans, SMEs ","EUR","Euro","Millions",NA,82833
"BEL","Belgium",2008,"SME_LENDING_STOCK","Outstanding business loans, SMEs ","EUR","Euro","Millions",NA,89066
"BEL","Belgium",2009,"SME_LENDING_STOCK","Outstanding business loans, SMEs ","EUR","Euro","Millions",NA,88925
"BEL","Belgium",2010,"SME_LENDING_STOCK","Outstanding business loans, SMEs ","EUR","Euro","Millions",NA,93900
"BEL","Belgium",2011,"SME_LENDING_STOCK","Outstanding business loans, SMEs ","EUR","Euro","Millions",NA,100031
"BEL","Belgium",2012,"SME_LENDING_STOCK","Outstanding business loans, SMEs ","EUR","Euro","Millions",NA,109646
"BEL","Belgium",2013,"SME_LENDING_STOCK","Outstanding business loans, SMEs ","EUR","Euro","Millions",NA,109487
"BEL","Belgium",2014,"SME_LENDING_STOCK","Outstanding business loans, SMEs ","EUR","Euro","Millions",NA,100743
"BEL","Belgium",2015,"SME_LENDING_STOCK","Outstanding business loans, SMEs ","EUR","Euro","Millions",NA,104422
"BEL","Belgium",2016,"SME_LENDING_STOCK","Outstanding business loans, SMEs ","EUR","Euro","Millions",NA,108005
"BEL","Belgium",2017,"SME_LENDING_STOCK","Outstanding business loans, SMEs ","EUR","Euro","Millions",NA,115709
"BEL","Belgium",2018,"SME_LENDING_STOCK","Outstanding business loans, SMEs ","EUR","Euro","Millions",NA,123901
"BEL","Belgium",2019,"SME_LENDING_STOCK","Outstanding business loans, SMEs ","EUR","Euro","Millions",NA,127019
"BEL","Belgium",2007,"CORPORATE_LENDING_STOCK","Outstanding business loans, total ","EUR","Euro","Millions",NA,134211
"BEL","Belgium",2008,"CORPORATE_LENDING_STOCK","Outstanding business loans, total ","EUR","Euro","Millions",NA,149389
"BEL","Belgium",2009,"CORPORATE_LENDING_STOCK","Outstanding business loans, total ","EUR","Euro","Millions",NA,141761
"BEL","Belgium",2010,"CORPORATE_LENDING_STOCK","Outstanding business loans, total ","EUR","Euro","Millions",NA,150610
"BEL","Belgium",2011,"CORPORATE_LENDING_STOCK","Outstanding business loans, total ","EUR","Euro","Millions",NA,153739
"BEL","Belgium",2012,"CORPORATE_LENDING_STOCK","Outstanding business loans, total ","EUR","Euro","Millions",NA,167571
"BEL","Belgium",2013,"CORPORATE_LENDING_STOCK","Outstanding business loans, total ","EUR","Euro","Millions",NA,161973
"BEL","Belgium",2014,"CORPORATE_LENDING_STOCK","Outstanding business loans, total ","EUR","Euro","Millions",NA,151734
"BEL","Belgium",2015,"CORPORATE_LENDING_STOCK","Outstanding business loans, total ","EUR","Euro","Millions",NA,164596
"BEL","Belgium",2016,"CORPORATE_LENDING_STOCK","Outstanding business loans, total ","EUR","Euro","Millions",NA,163354
"BEL","Belgium",2017,"CORPORATE_LENDING_STOCK","Outstanding business loans, total ","EUR","Euro","Millions",NA,173591
"BEL","Belgium",2018,"CORPORATE_LENDING_STOCK","Outstanding business loans, total ","EUR","Euro","Millions",NA,184087
"BEL","Belgium",2019,"CORPORATE_LENDING_STOCK","Outstanding business loans, total ","EUR","Euro","Millions",NA,188821
"BEL","Belgium",2007,"SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","PC","Percentage","Units",NA,61.72
"BEL","Belgium",2008,"SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","PC","Percentage","Units",NA,59.62
"BEL","Belgium",2009,"SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","PC","Percentage","Units",NA,62.73
"BEL","Belgium",2010,"SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","PC","Percentage","Units",NA,62.35
"BEL","Belgium",2011,"SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","PC","Percentage","Units",NA,65.07
"BEL","Belgium",2012,"SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","PC","Percentage","Units",NA,65.43
"BEL","Belgium",2013,"SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","PC","Percentage","Units",NA,67.6
"BEL","Belgium",2014,"SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","PC","Percentage","Units",NA,66.39
"BEL","Belgium",2015,"SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","PC","Percentage","Units",NA,63.44
"BEL","Belgium",2016,"SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","PC","Percentage","Units",NA,66.12
"BEL","Belgium",2017,"SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","PC","Percentage","Units",NA,66.66
"BEL","Belgium",2018,"SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","PC","Percentage","Units",NA,67.31
"BEL","Belgium",2019,"SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","PC","Percentage","Units",NA,67.27
"BEL","Belgium",2007,"SME_LENDING_ST","Short-term loans, SMEs ","EUR","Euro","Millions",NA,37394
"BEL","Belgium",2008,"SME_LENDING_ST","Short-term loans, SMEs ","EUR","Euro","Millions",NA,40355
"BEL","Belgium",2009,"SME_LENDING_ST","Short-term loans, SMEs ","EUR","Euro","Millions",NA,34120
"BEL","Belgium",2010,"SME_LENDING_ST","Short-term loans, SMEs ","EUR","Euro","Millions",NA,35414
"BEL","Belgium",2011,"SME_LENDING_ST","Short-term loans, SMEs ","EUR","Euro","Millions",NA,36476
"BEL","Belgium",2012,"SME_LENDING_ST","Short-term loans, SMEs ","EUR","Euro","Millions",NA,34484
"BEL","Belgium",2013,"SME_LENDING_ST","Short-term loans, SMEs ","EUR","Euro","Millions",NA,33829
"BEL","Belgium",2014,"SME_LENDING_ST","Short-term loans, SMEs ","EUR","Euro","Millions",NA,31360
"BEL","Belgium",2015,"SME_LENDING_ST","Short-term loans, SMEs ","EUR","Euro","Millions",NA,30890
"BEL","Belgium",2016,"SME_LENDING_ST","Short-term loans, SMEs ","EUR","Euro","Millions",NA,31995
"BEL","Belgium",2017,"SME_LENDING_ST","Short-term loans, SMEs ","EUR","Euro","Millions",NA,33618
"BEL","Belgium",2018,"SME_LENDING_ST","Short-term loans, SMEs ","EUR","Euro","Millions",NA,36680
"BEL","Belgium",2019,"SME_LENDING_ST","Short-term loans, SMEs ","EUR","Euro","Millions",NA,36747
"BEL","Belgium",2007,"SME_LENDING_LT","Long-term loans, SMEs ","EUR","Euro","Millions",NA,59676
"BEL","Belgium",2008,"SME_LENDING_LT","Long-term loans, SMEs ","EUR","Euro","Millions",NA,66092
"BEL","Belgium",2009,"SME_LENDING_LT","Long-term loans, SMEs ","EUR","Euro","Millions",NA,72233
"BEL","Belgium",2010,"SME_LENDING_LT","Long-term loans, SMEs ","EUR","Euro","Millions",NA,77194
"BEL","Belgium",2011,"SME_LENDING_LT","Long-term loans, SMEs ","EUR","Euro","Millions",NA,79329
"BEL","Belgium",2012,"SME_LENDING_LT","Long-term loans, SMEs ","EUR","Euro","Millions",NA,82484
"BEL","Belgium",2013,"SME_LENDING_LT","Long-term loans, SMEs ","EUR","Euro","Millions",NA,83893
"BEL","Belgium",2014,"SME_LENDING_LT","Long-term loans, SMEs ","EUR","Euro","Millions",NA,80301
"BEL","Belgium",2015,"SME_LENDING_LT","Long-term loans, SMEs ","EUR","Euro","Millions",NA,84724
"BEL","Belgium",2016,"SME_LENDING_LT","Long-term loans, SMEs ","EUR","Euro","Millions",NA,90780
"BEL","Belgium",2017,"SME_LENDING_LT","Long-term loans, SMEs ","EUR","Euro","Millions",NA,97769
"BEL","Belgium",2018,"SME_LENDING_LT","Long-term loans, SMEs ","EUR","Euro","Millions",NA,103466
"BEL","Belgium",2019,"SME_LENDING_LT","Long-term loans, SMEs ","EUR","Euro","Millions",NA,109576
"BEL","Belgium",2008,"LOAN_GUARANTEES","Government loan guarantees, SMEs","EUR","Euro","Millions",NA,156.54
"BEL","Belgium",2009,"LOAN_GUARANTEES","Government loan guarantees, SMEs","EUR","Euro","Millions",NA,411.94
"BEL","Belgium",2010,"LOAN_GUARANTEES","Government loan guarantees, SMEs","EUR","Euro","Millions",NA,553.94
"BEL","Belgium",2011,"LOAN_GUARANTEES","Government loan guarantees, SMEs","EUR","Euro","Millions",NA,317.51
"BEL","Belgium",2012,"LOAN_GUARANTEES","Government loan guarantees, SMEs","EUR","Euro","Millions",NA,266.01
"BEL","Belgium",2013,"LOAN_GUARANTEES","Government loan guarantees, SMEs","EUR","Euro","Millions",NA,480.21
"BEL","Belgium",2014,"LOAN_GUARANTEES","Government loan guarantees, SMEs","EUR","Euro","Millions",NA,265.6
"BEL","Belgium",2015,"LOAN_GUARANTEES","Government loan guarantees, SMEs","EUR","Euro","Millions",NA,448.23
"BEL","Belgium",2016,"LOAN_GUARANTEES","Government loan guarantees, SMEs","EUR","Euro","Millions",NA,398.34
"BEL","Belgium",2017,"LOAN_GUARANTEES","Government loan guarantees, SMEs","EUR","Euro","Millions",NA,458.36
"BEL","Belgium",2018,"LOAN_GUARANTEES","Government loan guarantees, SMEs","EUR","Euro","Millions",NA,612
"BEL","Belgium",2019,"LOAN_GUARANTEES","Government loan guarantees, SMEs","EUR","Euro","Millions",NA,520
"BEL","Belgium",2008,"GUARANTEED_LOANS","Government guaranteed loans, SMEs","EUR","Euro","Millions",NA,312.67
"BEL","Belgium",2009,"GUARANTEED_LOANS","Government guaranteed loans, SMEs","EUR","Euro","Millions",NA,832.7
"BEL","Belgium",2010,"GUARANTEED_LOANS","Government guaranteed loans, SMEs","EUR","Euro","Millions",NA,888.38
"BEL","Belgium",2011,"GUARANTEED_LOANS","Government guaranteed loans, SMEs","EUR","Euro","Millions",NA,561.74
"BEL","Belgium",2012,"GUARANTEED_LOANS","Government guaranteed loans, SMEs","EUR","Euro","Millions",NA,484.34
"BEL","Belgium",2013,"GUARANTEED_LOANS","Government guaranteed loans, SMEs","EUR","Euro","Millions",NA,826.07
"BEL","Belgium",2014,"GUARANTEED_LOANS","Government guaranteed loans, SMEs","EUR","Euro","Millions",NA,476.75
"BEL","Belgium",2015,"GUARANTEED_LOANS","Government guaranteed loans, SMEs","EUR","Euro","Millions",NA,805.59
"BEL","Belgium",2016,"GUARANTEED_LOANS","Government guaranteed loans, SMEs","EUR","Euro","Millions",NA,735.91
"BEL","Belgium",2017,"GUARANTEED_LOANS","Government guaranteed loans, SMEs","EUR","Euro","Millions",NA,828.26
"BEL","Belgium",2018,"GUARANTEED_LOANS","Government guaranteed loans, SMEs","EUR","Euro","Millions",NA,1130
"BEL","Belgium",2019,"GUARANTEED_LOANS","Government guaranteed loans, SMEs","EUR","Euro","Millions",NA,993
"BEL","Belgium",2008,"DIRECT_LOANS","Direct government loans, SMEs","EUR","Euro","Millions",NA,113.71
"BEL","Belgium",2009,"DIRECT_LOANS","Direct government loans, SMEs","EUR","Euro","Millions",NA,142.2
"BEL","Belgium",2010,"DIRECT_LOANS","Direct government loans, SMEs","EUR","Euro","Millions",NA,141.87
"BEL","Belgium",2011,"DIRECT_LOANS","Direct government loans, SMEs","EUR","Euro","Millions",NA,148.29
"BEL","Belgium",2012,"DIRECT_LOANS","Direct government loans, SMEs","EUR","Euro","Millions",NA,170.54
"BEL","Belgium",2013,"DIRECT_LOANS","Direct government loans, SMEs","EUR","Euro","Millions",NA,235.62
"BEL","Belgium",2007,"INTEREST_RATE_SMES","Interest rate, SMEs","PC","Percentage","Units",NA,5.45
"BEL","Belgium",2008,"INTEREST_RATE_SMES","Interest rate, SMEs","PC","Percentage","Units",NA,5.7
"BEL","Belgium",2009,"INTEREST_RATE_SMES","Interest rate, SMEs","PC","Percentage","Units",NA,3.01
"BEL","Belgium",2010,"INTEREST_RATE_SMES","Interest rate, SMEs","PC","Percentage","Units",NA,2.51
"BEL","Belgium",2011,"INTEREST_RATE_SMES","Interest rate, SMEs","PC","Percentage","Units",NA,2.88
"BEL","Belgium",2012,"INTEREST_RATE_SMES","Interest rate, SMEs","PC","Percentage","Units",NA,2.32
"BEL","Belgium",2013,"INTEREST_RATE_SMES","Interest rate, SMEs","PC","Percentage","Units",NA,2.06
"BEL","Belgium",2014,"INTEREST_RATE_SMES","Interest rate, SMEs","PC","Percentage","Units",NA,2.09
"BEL","Belgium",2015,"INTEREST_RATE_SMES","Interest rate, SMEs","PC","Percentage","Units",NA,1.83
"BEL","Belgium",2016,"INTEREST_RATE_SMES","Interest rate, SMEs","PC","Percentage","Units",NA,1.72
"BEL","Belgium",2017,"INTEREST_RATE_SMES","Interest rate, SMEs","PC","Percentage","Units",NA,1.66
"BEL","Belgium",2018,"INTEREST_RATE_SMES","Interest rate, SMEs","PC","Percentage","Units",NA,1.6
"BEL","Belgium",2019,"INTEREST_RATE_SMES","Interest rate, SMEs","PC","Percentage","Units",NA,1.57
"BEL","Belgium",2007,"INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","PC","Percentage","Units",NA,4.72
"BEL","Belgium",2008,"INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","PC","Percentage","Units",NA,5.05
"BEL","Belgium",2009,"INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","PC","Percentage","Units",NA,2.09
"BEL","Belgium",2010,"INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","PC","Percentage","Units",NA,1.7
"BEL","Belgium",2011,"INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","PC","Percentage","Units",NA,2.22
"BEL","Belgium",2012,"INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","PC","Percentage","Units",NA,1.74
"BEL","Belgium",2013,"INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","PC","Percentage","Units",NA,1.76
"BEL","Belgium",2014,"INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","PC","Percentage","Units",NA,1.77
"BEL","Belgium",2015,"INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","PC","Percentage","Units",NA,1.6
